Ticker (all values in $ billions),"Market Capitalization Growth %, YoY FY 2013","S&P 500 Growth %, YoY FY 2013",Relative Performance to S&P 500,- Cash & Equivalents FY 2012,"- Cash & Equivalents Growth %, YoY FY 2012",+ Preferred & Other FY 2012,"+ Preferred & Other Growth %, YoY FY 2012",+ Total Debt FY 2012,"+ Total Debt Growth %, YoY FY 2012",Net Debt to EBITDA FY 2012,Enterprise Value FY 2012,Enterprise Value to Revenue FY 2012,Enterprise Value to EBITDA FY 2012,Enterprise Value to Free Cash Flow FY 2012,"Enterprise Value Growth %, YoY FY 2012","Revenue, Adj FY 2012","Revenue Growth %, YoY FY 2012","Gross Profit, Adj FY 2012",Gross Margin % FY 2012,"EBITDA, Adj FY 2012",EBITDA Margin % FY 2012,"EBITDA Growth %, YoY FY 2012","Net Income, Adj FY 2012",Net Income Margin % FY 2012,"Net Income Growth %, YoY FY 2012","EPS, Adj FY 2012","EPS Growth %, YoY FY 2012",Cash from Operations FY 2012,"Cash from Operations Growth %, YoY FY 2012",Capital Expenditures FY 2012,"Capital Expenditures Growth %, YoY FY 2012",Free Cash Flow FY 2012,"Free Cash Flow Growth %, YoY FY 2012",Return on Common Equity FY 2012,Return on Assets FY 2012,Return on Capital FY 2012,Return on Invested Capital FY 2012,Operating Margin FY 2012,Sustainable Growth Rate FY 2012,Altman's Z-Score FY 2012,Cash Ratio FY 2012,Current Ratio FY 2012,Quick Ratio FY 2012,CFO/CapEx FY 2012,Weighted Average Cost of Cap FY 2012,Sales per Employee FY 2012,WACC Economic Value Added FY 2012,Asset Turnover FY 2012,Total Debt to Total Equity FY 2012,Price to Sales Ratio FY 2012,R & D Expenditure to Net Sales FY 2012,Total Debts to Total Capital FY 2012,Trailing 12M EBIT Margin FY 2012,Interest Expense FY 2012,EBIT to Interest Expense FY 2012,Price Earnings Ratio (P/E) FY 2012,Total Invested Capital FY 2012,Earnings Yield FY 2012
GILD ,1.065457724,0.296,0.769457724,2582.086,-0.740857762,241.13,0.876600282,8231.192,0.082235061,1.317305062,61681.4972,6.357267624,14.38339952,22.04745277,1.157081598,9702.517,0.157075,7231.154,0.745286404,4288.381,0.441986445,0.047972751,2591.566,0.267102444,-0.07564139,1.7342,-0.029166433,3194.716,-0.122091998,-397.046,2.010113416,2797.67,-0.202285303,0.323109,0.134477,0.175562,0.175038,0.413313,0.323109,6.4585,0.4394,1.4527,0.8527,8.0462,0.08280861,1940503.4,1251.775954,0.503464912,86.24718951,5.7329924,0.181390561,46.30791463,0.413312855,360.916,11.11110341,21.176533,17928.413,0.047222083
HAS ,0.565901412,0.296,0.269901412,849.701,0.324165326,0,0,1620.786,0.024969297,1.098299035,5323.9639,1.302026421,7.583216394,12.59498681,0.041628932,4088.983,-0.045876,2417.003,0.591101259,702.072,0.171698439,-0.069424176,335.999,0.082171777,-0.128106454,2.8012,0.022447713,534.796,0.350259677,-112.091,0.127653367,422.705,0.424846714,0.229751,0.079468,0.131726,0.133468,0.134944,0.10197,4.6065,0.8847,2.6115,1.9571,4.7711,0.066649205,743451.4545,196.8611979,0.967101501,107.5234563,1.123180451,0.049204656,51.81267612,0.134944313,91.141,6.054190759,12.60549651,3189.125,0.079330473
HBAN ,0.488940323,0.296,0.192940323,1333.727,0.105074856,386.292,0,2954.648,-0.349045781,0,—,0,0,0,0,3036.584,0.029054,—,0,—,0,0,599.301,0.197360257,0.170967175,0.6794,0.17137931,1002.13,-0.371621414,-129.641,-0.098231116,872.489,-0.398708085,0.114856,0.011415,0.067511,0.079758,0.295927,0.088621,—,—,—,—,7.73,0.090724888,264188.6201,56.08866244,0.054909198,51.0283304,1.805442293,#VALUE!,33.78725718,#VALUE!,#N/A N/A,#N/A N/A,9.405371512,9245.247,0.106322222
WELL ,-0.027971801,0.296,-0.323971801,1033.764,5.323411752,1283.227,0.071185776,8531.899,0.1783167,6.951555079,24739.6694,13.70585393,22.93626008,-9.790219543,0.318746456,1805.044,0.374557,—,0,1078.627,0.597562719,0.310121547,221.884,0.122924427,0.412302365,0.4685,0.360336818,818.133,0.390852804,-3345.111,-0.318037146,-2526.978,-0.414631061,0.028842,0.017245,0.017529,0.031227,0.301864,-0.145912,—,—,—,—,0.2446,0.063823213,4931814.208,-1039.907249,0.104720016,80.83192114,7.617533129,#VALUE!,44.70002897,0.301863556,361.565,1.506995976,130.8237263,19087.01,0.007643873
BIIB ,0.908017846,0.296,0.612017846,3742.368,0.204342932,2.272,0.52688172,1140.775,0.072056198,-1.171099038,32029.1863,5.806111255,14.4178391,19.70603624,0.301843344,5516.461,0.092664,4970.967,0.901115226,2221.497,0.402703291,0.066169808,1380.033,0.250166366,0.117953416,5.7415,0.105899802,1879.897,0.088066441,-254.548,0.223670801,1625.349,0.069504863,0.206175,0.143905,0.18047,0.176382,0.33642,0.206175,9.2793,1.0292,1.9575,1.4436,7.3852,0.098133963,927136.3025,585.678441,0.57523889,16.38151324,6.313284017,0.483731164,14.0757005,0.336420216,36.5,50.84517808,25.4932847,8124.636,0.039226016
NTRS ,0.22562503,0.296,-0.07037497,30236.7,-0.12564196,0,0,6351.8,-0.151112596,0,—,0,0,0,0,4193.5,0.00578,—,0,—,0,0,677.3,0.161511864,0.135456832,2.8598,0.052441762,814.4,-0.350713545,-312.5,-0.157908919,501.9,-0.431725543,0.0925,0.006953,0.048268,0.046777,0.254691,0.053318,—,—,—,—,2.6061,0.081433208,295316.9014,-480.0817778,0.042425545,84.38687392,2.875726028,#VALUE!,45.76620457,#VALUE!,#N/A N/A,#N/A N/A,17.53958383,14909.4,0.057013896
PKG ,0.645877128,0.296,0.349877128,207.393,0.326780242,0,0,819.498,-0.012985981,0.990898892,4387.6578,1.542843731,7.102907595,15.9157062,0.390422178,2843.877,0.085403,639.629,0.224914439,617.727,0.217212981,0.420466984,163.82,0.05760446,0.036658293,2.0936,0.255381663,404.205,0.169865765,-128.524,-0.541334628,275.681,3.221696452,0.17259,0.067329,#VALUE!,0.120481,0.155935,0.071046,4.1269,0.7981,3.6061,2.1533,3.145,0.088051228,#N/A N/A,239.0655818,1.168812562,84.53130141,1.303816051,0.003973449,45.80865185,0.155934662,#N/A N/A,#N/A N/A,18.37529352,1824.125,0.054420899
PAYX ,0.251834846,0.296,-0.044165154,316.3,-0.318318966,0,0,0,0,-0.332352632,10550.822,4.731734685,11.0862898,17.13630339,-0.060631972,2229.8,0.069808,1559.7,0.699479774,951.7,0.426809579,0.087532853,548,0.245761952,0.06345818,1.5082,0.06383579,706.6,-0.012162729,-90.9,-0.120038722,615.7,0.006045752,0.353469,0.092307,#VALUE!,0.346238,0.382949,0.056439,2.4965,0.0666,1.0696,0.0967,7.7734,0.094554091,179822.5806,404.7198615,0.37559587,0,4.870897838,0,0,0.382949143,#N/A N/A,#N/A N/A,19.87125127,1631,0.050323957
PBCT ,0.128450226,0.296,-0.167549774,601.4,-0.229862979,0,0,3045.5,1.996654531,0,—,0,0,0,0,1348.7,-0.000593,—,0,—,0,0,245.3,0.181878846,0.274948025,0.7444,0.127878788,513.6,1.944954128,-84.2,0.944572748,429.4,2.275362319,0.047844,0.008476,0.034269,0.040059,0.291911,0.005344,—,—,—,—,6.0998,0.066025837,278254.5905,-181.314655,0.046601143,60.44097801,3.032584711,#VALUE!,37.67178358,#VALUE!,#N/A N/A,#N/A N/A,16.24139904,8219.4,0.06157105
QCOM ,0.065320733,0.296,-0.230679267,26837,0.28326878,22,0.047619048,60,-0.948497854,-4.070071439,79818.82,4.17440615,12.13236358,16.93229105,0.231572543,19121,0.278398,12025,0.628889702,6579,0.344071963,0.080827994,6109,0.319491658,0.434037559,2.9603,0.108560515,5998,0.224081633,-1284,1.165261383,4714,0.09449733,0.202037,0.153813,0.198615,0.156042,0.29716,0.140968,8.9362,2.3338,2.9508,2.609,4.6713,0.111450067,735423.0769,1275.497437,0.481431125,0.178864212,5.55405052,0.204748706,0.178544859,0.29716019,90,63.13333333,21.10227017,32194,0.047388266
ROP ,0.252922101,0.296,-0.043077899,370.59,0.096092588,0,0,2022.122,0.86367943,1.810225411,12643.9059,4.223802359,13.85884122,19.77318824,0.382552832,2993.489,0.070216,1671.717,0.558451025,912.335,0.304773126,0.139447371,483.36,0.161470445,0.131336206,4.908,0.127265211,677.852,0.126714959,-38.405,-0.056434573,639.447,0.140004921,0.140454,0.078021,0.106285,0.096188,0.253078,0.124004,8.0443,0.3412,1.1467,0.8258,17.6501,0.097774308,315935.5145,121.0031958,0.483190174,54.83384612,3.638503085,0.042057946,35.41463801,0.253078264,67.525,11.21935579,22.71397345,6358.35,0.044025762
ROST ,0.131743203,0.296,-0.164256797,650.493,-0.222946789,0,0,150,0,-0.409114094,11089.9888,1.288291578,9.065203154,27.46175112,0.574997032,8608.291,0.094353,2367.531,0.275029155,1223.358,0.142113922,0.146235816,657.17,0.076341518,0.184523348,1.43,0.237880886,820.105,0.218461488,-416.271,1.095489074,403.834,-0.148774807,0.465137,0.204808,0.424895,0.414923,0.12354,0.388783,8.0934,0.4833,1.4296,0.521,1.9701,0.09209622,159708.5529,495.6232791,2.682791648,10.04680471,1.34080009,0,9.129574221,0.123539736,11.022,96.48575576,17.86363636,1662.03,0.055979644
IDXX ,0.083794446,0.296,-0.212205554,223.986,0.218010278,0.034,1.428571429,214.501,-0.129523817,-0.030113884,5048.8914,3.903767925,16.02970242,30.63833606,0.173312186,1293.338,0.061254,699.148,0.5405764,314.971,0.2435334,0.107387836,178.267,0.137834812,0.101869136,1.585,0.14028777,222.408,0.020627498,-57.618,0.159852648,164.79,-0.020483131,0.303226,0.167041,0.221069,0.208449,0.203012,0.303226,11.3458,0.5512,1.4017,0.8917,3.86,0.098116604,239507.037,91.54709225,1.211889341,33.71294933,3.945301228,0.063412658,25.21292777,0.203011896,3.848,68.23362786,29.27444795,891.363,0.034159483
SBUX ,0.532882896,0.296,0.236882896,2037,-0.006680646,5.5,1.291666667,549.6,0.000181984,-0.576958883,36515.103,2.745599684,14.16412064,40.84006599,0.389738994,13299.5,0.136671,3568.1,0.268288282,2578,0.193841874,0.131446127,1383.8,0.104049024,0.110861363,0.895,0.169934641,1750.3,0.085524684,-856.2,0.609701072,894.1,-0.172512726,0.291513,0.177643,0.265391,0.23686,0.150186,0.177089,11.2705,0.9218,1.9004,1.1417,2.0443,0.091787986,83121.875,447.2040279,1.707296721,10.74591847,2.876470845,#VALUE!,9.703218517,0.150186097,32.7,61.08256881,28.32960894,5808,0.035298758
KEY ,0.533489986,0.296,0.237489986,584,-0.158501441,329,0.068181818,8743,-0.24420816,0,—,0,0,0,0,4561,-0.003496,—,0,—,0,0,836,0.183293137,0.028290283,0.8758,-0.05277958,1268,-0.329100529,-164,0.037974684,1104,-0.362586605,0.085332,0.009639,0.042672,0.050098,0.260437,0.067593,—,—,—,—,7.7317,0.067551306,292578.0999,-87.72215134,0.051241146,84.80938985,1.733366196,#VALUE!,45.89019526,#VALUE!,#N/A N/A,#N/A N/A,9.613529273,20075,0.104020071
STT ,0.477652127,0.296,0.181652127,58369,-0.143194762,489,-0.022,20336,-0.080858757,0,—,0,0,0,0,10125,-0.008034,—,0,—,0,0,2019,0.199407407,0.072794899,4.1769,0.017837561,1826,-0.458802608,-355,0.191275168,1471,-0.521781534,0.102806,0.009381,0.049826,0.049328,0.286662,0.079587,—,—,—,—,5.1437,0.081157167,341368.8469,-364.1715858,0.046084627,97.4459725,2.202890921,#VALUE!,49.35323383,#VALUE!,#N/A N/A,#N/A N/A,11.25486071,42187,0.0888505
NCLH ,0,0.296,-0.296,45.5,-0.227845094,0,0,2985.353,-0.017355693,5.128574918,—,0,0,0,0,2276.246,0.025648,797.813,0.35049507,573.23,0.251831305,0.087390759,168.556,0.074049993,0.328687756,0.94,0.323943662,398.594,0.11654108,-303.84,0.644182535,94.754,-0.449722114,0.087261,0.029312,#VALUE!,0.072113,0.156878,0.087261,—,0.0481,0.1745,0.0641,1.3119,0.055896595,164945.3623,75.89937315,0.395840025,147.8787726,#N/A N/A,0,59.65769922,0.156878035,#N/A N/A,#N/A N/A,#N/A N/A,5005.537,#VALUE!
AOS ,0.710479954,0.296,0.414479954,462.9,-0.260306807,0,0,243.7,-0.472053726,-0.832510444,2787.7828,1.437520136,10.5878572,37.72371854,0.594296366,1939.3,0.133762,652,0.336203785,263.3,0.135770639,0.32979798,158.7,0.081833651,-0.480863592,0.7597,0.364403736,143.8,1.449744463,-69.9,0.306542056,73.9,13.21153846,0.139217,0.068586,0.110611,0.101225,0.107616,0.110738,4.6379,0.9143,2.2015,1.7545,2.0572,0.110467354,177917.4312,-61.65626448,0.838108821,20.40867599,1.502440642,0.026659104,16.94950619,0.10761615,9.2,22.68478261,20.7562625,1435.8,0.048178231
USB ,0.234638743,0.296,-0.061361257,8252,-0.408967197,6038,0.677688247,51818,-0.169862706,0,—,0,0,0,0,22202,0.037525,—,0,—,0,0,5383,0.242455635,0.140224529,2.8674,0.194998958,7958,-0.189613035,0,0,7958,-0.189613035,0.164113,0.016274,0.057949,0.07465,0.385068,0.119175,—,—,—,—,—,0.064286343,344291.7843,1297.823044,0.063984829,128.6860208,2.714655436,#VALUE!,56.27192268,#VALUE!,#N/A N/A,#N/A N/A,11.13890995,97829,0.089775391
SYMC ,0.272390463,0.296,-0.023609537,3211,0.085530764,78,0.012987013,2039,-0.21060782,-0.667046101,12444.8,1.849153046,7.082982356,7.705758514,-0.091267558,6730,0.087237,5648,0.83922734,1757,0.261069837,0.150622135,1187,0.176374443,0.988274707,1.2235,0.372406057,1901,0.059643255,-286,0.067164179,1615,0.058322412,0.246726,0.092234,0.177555,0.122074,0.164042,#VALUE!,2.1568,0.7128,1.0284,0.9214,6.6469,0.097813491,328292.6829,156.1551644,0.522941839,39.42382057,2.058945022,0.143982169,28.27624463,0.164041605,115,9.6,15.28415866,7181,0.065427219
TROW ,0.311752816,0.296,0.015752816,879.1,-0.020937744,0,0,0,0,-0.60828951,15857.1745,5.246377006,10.97230453,19.19987226,0.17235283,3022.5,0.100251,—,0,1445.2,0.478147229,0.112291234,878.1,0.290521092,0.140834091,3.2579,0.115719178,902.8,-0.048080978,-76.9,-0.065613609,825.9,-0.046414964,0.241674,0.221645,0.243188,0.235445,0.451381,0.075549,—,—,—,—,11.7399,0.134566936,562639.6128,356.2794595,0.758174361,0,5.459282297,#VALUE!,0,#VALUE!,#N/A N/A,#N/A N/A,19.98749805,3795.4,0.050031274
WM ,0.330163685,0.296,0.034163685,194,-0.248062016,321,0.003125,9916,0.016400164,3.088310038,25705.7904,1.883346062,8.165752986,32.74622981,0.033106793,13649,0.020257,4770,0.349476152,3148,0.230639607,-0.03346638,817,0.059857865,-0.149843913,2.1172,-0.012638157,2295,-0.070473876,-1510,0.140483384,785,-0.31441048,0.13152,0.035782,0.072217,0.074468,0.135614,0.025596,2.318,0.0639,0.7981,0.636,1.5199,0.059529309,313770.1149,228.2037671,0.59777515,148.5543071,1.146008059,0,59.76734374,0.135614331,488,3.793032787,15.93597648,16636,0.062751097
CBS ,0.584758567,0.296,0.288758567,708,0.072727273,0,0,5922,-0.01003009,1.507807981,29185.5,2.071509688,8.439994216,18.6966688,0.269479003,14089,0.033145,6122,0.434523387,3458,0.245439705,0.11046885,1574,0.111718362,0.206130268,2.5468,0.223775888,1815,0.037735849,-254,-0.041509434,1561,0.051886792,0.156453,0.059776,0.114659,0.114575,0.211725,0.128974,-0.1098,0.1796,1.4514,0.9756,7.1457,0.111192951,673148.5905,-103.5572654,0.535062568,57.98492118,1.733842004,0,36.70281996,0.21172546,402,7.42039801,14.94050499,17441,0.066932142
AGN ,1.664515307,0.296,1.368515307,328,0.462979483,22.6,-21.54545455,6433.3,5.227783156,6.788192128,17110.1,2.892711627,19.02390483,32.38709067,1.016999279,5914.9,0.290223,2524.5,0.426803496,899.4,0.15205667,-0.086068489,97.3,0.016449982,-0.627060176,3.565,0.02984083,665.8,0.053481013,-137.5,0.085240726,528.3,0.045517514,0.026307,0.00935,0.019496,0.015764,0.054236,0.026307,2.7127,0.1193,1.3961,0.6034,4.8422,0.052666825,334175.1412,218.1541042,0.568382413,166.8213878,1.829075724,0.067930143,62.52174505,0.054235913,116.7,2.748928877,24.12326653,11356.5,0.041453756
STZ ,0.942103322,0.296,0.646103322,85.8,8.326086957,0,0,3129.5,-0.033000649,5.156191767,7252.8016,2.732472441,12.28663663,10.1338572,-0.035266221,2654.3,-0.203391,1062.1,0.400143164,590.3,0.222393851,-0.072292944,445,0.167652488,-0.204647006,2.2768,0.329751197,784.1,0.265289656,-68.4,-0.232323232,715.7,0.348850358,0.17024,0.062336,0.103734,0.063926,0.183287,0.17024,2.8603,0.0715,1.6958,0.4363,11.4635,0.069635288,603250,-18.60753872,0.371815794,116.9469357,1.667272441,0,53.905779,0.183287496,187.6,2.593283582,9.513147337,6434,0.105117682
XLNX ,0.046473607,0.296,-0.249526393,1917.627,-0.004560808,0,0,906.569,0.017496465,-1.444118945,8605.5078,3.840482681,12.29145791,11.37289776,0.151774512,2240.736,-0.05432,1454.658,0.649187588,700.121,0.312451355,-0.180465439,530.079,0.236564682,-0.174170983,1.9304,-0.197605786,826.739,0.14166501,-70.071,0.078363779,756.668,0.147905026,0.206969,0.123203,0.16721,0.147521,0.280164,0.128738,5.3536,5.5944,7.1484,6.2215,11.7986,0.106011914,686289.7397,194.0593795,0.5208003,33.48133184,4.294483527,0.194255816,25.08315686,0.28016375,54.576,11.50273014,18.89765737,3960.701,0.052916612
XRAY ,0.22393335,0.296,-0.07206665,80.132,0.038948242,40.745,0.129483839,1520.998,-0.13907934,2.818937352,7118.114,2.430693727,13.92601215,25.6404203,0.064989661,2928.429,0.153962,1556.387,0.531475067,511.138,0.174543416,0.325005249,314.213,0.107297462,0.28501963,1.9567,0.016361936,369.685,-0.060446948,-92.072,0.293400388,277.613,-0.138604891,0.154908,0.064602,0.100739,0.100337,0.130425,0.139511,5.5661,0.0864,1.1976,0.5632,4.0152,0.095522231,246086.4706,-11.00814713,0.60208076,67.61664999,1.918666459,0.029162394,40.34005571,0.130424538,56.851,6.718245941,20.24334949,3818.452,0.04939894
ZION ,0.403636829,0.296,0.107636829,10596.239,0.269405315,1124.874,-0.526464546,2796.544,0.006044808,0,—,0,0,0,0,2458.592,-0.084925,—,0,—,0,0,178.631,0.072655813,0.164554404,0.9732,0.17253012,736.195,-0.347466919,-68.894,-0.112979438,667.301,-0.364803121,0.037482,0.006433,0.037419,0.037501,0.251679,0.035931,—,—,—,—,10.6859,0.099845959,237132.716,-465.4105453,0.045252508,46.23425328,1.593567945,#VALUE!,31.61656879,#VALUE!,#N/A N/A,#N/A N/A,21.98972032,9335.667,0.045475794
ALK ,0.6632642,0.296,0.3672642,1252,0.097283085,0,0,1032,-0.210405509,-0.27638191,2812.5252,0.60393498,3.533323116,11.96819234,-0.006104917,4657,0.078509,—,0,796,0.170925489,0.143678161,316,0.067854842,0.289795918,2.353,0.186466317,753,0.081896552,-518,0.338501292,235,-0.239482201,0.243545,0.05922,0.14404,0.14306,0.114237,0.243545,1.9481,0.8341,1.1572,0.9207,1.4537,0.079802859,#N/A N/A,197.2901178,0.872751124,72.62491203,0.654242585,0,42.07093355,0.114236633,64,8.3125,9.156555639,2484,0.109211372
LIN ,0,0.296,-0.296,—,0,—,0,—,0,0,—,0,0,0,0,—,0,—,0,—,0,0,—,0,0,—,0,—,0,—,0,—,0,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,—,—,—,—,—,#VALUE!,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#N/A N/A,#VALUE!,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!
IVZ ,0.368936047,0.296,0.072936047,835.5,0.148611493,732.2,-0.281099656,1186,0.108825729,0.417261905,12598.826,3.11043723,14.99860238,17.49836944,0.220717112,4050.5,0.017126,—,0,840,0.207381805,-0.023936788,677.1,0.167164548,-0.072084418,1.4612,-0.083427424,819.3,-0.150808458,-99.3,-0.071962617,720,-0.160643507,0.082393,0.03676,0.05746,0.048977,0.183928,0.04626,—,—,—,—,8.2508,0.139090766,660982.376,-926.7796579,0.219900433,13.1064206,2.91334576,#VALUE!,11.5876893,#VALUE!,#N/A N/A,#N/A N/A,17.85472319,10546.4,0.056007589
INTU ,0.11741102,0.296,-0.17858898,744,-0.476425053,0,0,499,-0.500500501,-0.173758865,16887.6678,4.434786712,11.97706936,15.93176208,0.240292065,3808,0.009544,3233,0.849002101,1410,0.370273109,0.103286385,792,0.207983193,0.249211356,2.4854,0.159235075,1246,0.230009872,-186,-0.126760563,1060,0.325,0.295522,0.161732,0.24076,0.226499,0.306723,0.22667,9.7914,0.5881,1.204,0.7004,6.6989,0.095655624,448000,469.5292498,0.77761895,18.1851312,4.509957983,0.162289916,15.38698736,0.306722689,50,23.36,23.34448117,3289,0.042836677
MS ,0.615928157,0.296,0.319928157,303017,-0.005004252,9136,-0.042046765,450846,0.043113102,18.48324581,194708.6854,6.08483657,24.34467184,8.304204606,0.170382442,31999,-0.181821,—,0,7998,0.249945311,-0.444467597,-30,-0.000937529,-1.014513788,1.9261,-4.694092827,24759,0.609608633,-1312,0.006134969,23447,0.665506464,-0.000495,0.000089,0.0014,0.001646,0.019922,0.016487,—,—,—,—,18.8712,0.028946598,560785.8257,-10940.46509,0.041805314,646.4946872,1.126785342,#VALUE!,86.60405737,#VALUE!,#N/A N/A,#N/A N/A,9.926650773,513297,0.100738912
MCHP ,0.00544273,0.296,-0.29055727,1459.009,0.173312178,0,0,355.05,0.022214929,-2.225993064,6081.2408,4.396577731,12.26204944,18.20251191,-0.035996519,1383.176,-0.069949,799.294,0.577868615,495.94,0.358551623,-0.146101464,336.705,0.243428891,-0.196312209,1.6338,-0.261258817,396.458,-0.319573474,-62.37,-0.498850981,334.088,-0.270879755,0.177068,0.111274,0.162953,0.132143,0.286671,0.037089,6.3054,5.8861,8.1326,6.5728,6.3565,0.105397761,199794.3088,72.59702315,0.457109696,17.83567668,5.144484578,0.132051163,15.13605826,0.286670677,34.266,11.57170373,22.7695483,2759.693,0.043918306
HOLX ,0.059064476,0.296,-0.236935524,560.43,-0.213246071,-5.696,9.60707635,5035.614,2.382830617,9.739925305,9836.1995,4.911586986,21.40780098,29.18121446,1.021141729,2002.652,0.119207,994.437,0.496560061,459.468,0.229429776,-0.323496977,-73.634,-0.036768245,-1.468558702,0.3049,-0.381039383,370.222,-0.188152378,-33.149,0.193053806,337.073,-0.212885795,-0.024969,-0.008933,0.002826,0.005438,0.056783,#VALUE!,0.4447,0.8474,2.3634,1.4663,11.1684,0.065007018,325264.2521,257.1295138,0.242953488,170.0628599,2.665919501,0.065394287,62.97158371,0.056783205,140.287,0.81060255,66.30943089,9665.265,0.015080811
CB ,0.295357117,0.296,-0.000642883,615,0.001628664,0,0,5070,0.030487805,0,31612.6584,1.762525558,0,7.91305592,0.131798822,17936,0.065463,—,0,—,0,0,2706,0.150869759,0.757142857,7.65,2.464046368,3995,0.15129683,0,0,3995,0.15129683,0.104352,0.030089,0.094848,0.052455,0.179862,0.077203,—,—,—,—,—,0.082948849,1055058.824,-2393.349042,0.199437359,18.41560423,1.512015296,#VALUE!,15.55167019,#VALUE!,250,#N/A N/A,10.43137255,81428,0.095864662
CFG ,0,0.296,-0.296,4289,0,0,0,4796,0,0,—,0,0,0,0,5513,-0.067963,—,0,—,0,0,643,0.116633412,0.270750988,1.15,0,1714,-0.308592174,-178,0.679245283,1536,-0.352718078,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.209236,#VALUE!,—,—,—,—,9.6292,0.100578463,#N/A N/A,-1351.14657,#N/A N/A,19.87649716,#N/A N/A,#VALUE!,16.58081245,#VALUE!,#N/A N/A,#N/A N/A,#N/A N/A,30463,#VALUE!
ORLY ,0.349891395,0.296,0.053891395,248.128,-0.31371421,0,0,1095.956,0.374111995,0.734368761,10949.0164,1.771059613,9.483781623,11.51514709,0.032531921,6182.184,0.067953,3097.418,0.501023263,1154.499,0.18674614,0.118000748,585.746,0.094747423,0.153786,4.75,0.238818037,1251.555,0.118467441,-300.719,-0.084064584,950.836,0.20256693,0.236514,0.104136,0.178409,0.176585,0.158098,0.236514,3.9717,0.1092,1.2024,0.1633,4.1619,0.070839931,182198.6974,379.3371082,1.099085415,51.98275204,1.752793906,0,34.20306011,0.158098335,40.2,24.31325871,18.82526316,3236.114,0.053120107
ALL ,0.272694389,0.296,-0.023305611,806,0.038659794,0,-1,6057,-0.032118888,0,24492.43,0.735177247,0,8.845225713,0.272835887,33315,0.020243,—,0,—,0,0,2306,0.06921807,1.930114358,4.36,1.081642397,3054,0.583203733,-285,0.158536585,2769,0.645276292,0.118628,0.018291,0.1002,0.008215,0.110431,0.096404,—,—,—,—,10.7158,0.078035747,#N/A N/A,-7206.246828,0.264257952,29.43148688,0.590100495,#VALUE!,22.73904719,#VALUE!,373,#N/A N/A,9.213302752,120518,0.10853871
FLIR ,0.302279145,0.296,0.006279145,321.739,-0.270178248,0,0,248.319,0.00184781,-0.202233883,3180.52,2.263138645,8.760677051,13.9830121,-0.138557864,1405.358,-0.089831,735.184,0.523129338,363.045,0.258329194,-0.070766561,222.398,0.158250069,0.004172047,1.4785,-0.046190568,285.545,0.17078941,-58.089,0.384851953,227.456,0.126326475,0.13992,0.102493,0.125928,0.128648,0.215838,0.113532,7.1928,1.3319,4.8237,2.7193,4.9156,0.110319537,474462.5253,23.82237064,0.647664887,15.52089786,2.407797399,0.097735951,13.43557585,0.215838242,11.659,26.01681105,15.09383387,1853.585,0.06625222
EQR ,0.015048819,0.296,-0.280951181,612.59,0.595614723,685.666,-0.153755773,8529.244,-0.122601535,6.602086207,27023.1672,15.46388342,22.53594504,-193.1895939,-0.003360244,1747.502,0.145738,—,0,1199.114,0.686187484,0.120536386,826.212,0.472796025,-0.060823899,0.3655,-1.823383645,1046.155,0.306930829,-1186.034,-0.307991939,-139.879,-0.846864856,0.130022,0.049717,0.054303,0.03158,0.294204,-0.554534,—,—,—,—,0.8821,0.064611221,485417.2222,-1026.211073,0.103218332,107.6180254,9.816335358,#VALUE!,51.83462523,0.294203955,455.236,1.129352687,155.0648498,16454.723,0.006448915
BWA ,0.53959628,0.296,0.24359628,715.7,0.990266963,63.5,-0.024577573,1067.2,-0.197050636,0.337493999,8692.3167,1.210089751,8.345959386,18.44327753,0.087698911,7183.2,0.009628,1466.9,0.204212607,1041.5,0.14499109,-0.036094401,500.9,0.069732153,-0.089438284,1.1789,0.025487126,878.7,0.2407512,-407.4,0.03479807,471.3,0.498569157,0.183128,0.081056,0.137441,0.132982,0.104814,0.183128,4.4112,0.4464,1.5425,1.1621,2.1568,0.120624297,#N/A N/A,-8.073176519,1.162386524,33.92136296,2.246390533,0.037016928,25.32931431,0.10481401,39.4,19.10913706,30.37469188,4298.5,0.032922145
NFX ,-0.074116293,0.296,-0.370116293,88,0.157894737,0,0,3045,0.012974052,-11.20075758,6580.7174,3.877853506,-24.92695985,-10.25033863,-0.178607084,1697,-0.363466,495,0.29169122,-264,-0.155568651,-1.155477032,-1184,-0.697701827,-3.196660482,0.5174,-0.870097916,1147,-0.278162366,-1789,-0.323373676,-642,-0.391469194,-0.353433,-0.140093,-0.171743,-0.11207,-0.718326,#VALUE!,0.3446,0.0918,0.903,0.5631,0.6411,0.090507348,964204.5455,-1395.811995,0.200792759,109.5323741,2.1304066,0,52.27467811,-0.718326458,137,-8.897810219,51.75809373,6778,0.01932065
